dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	Wald_avg	Wald_std	piA_avg	piA_std	piB_avg	piB_std	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	FST_avg	FST_std	corr_pi
82	15.778	13.153	0.261	1.601	4.603	5.310	5.481	6.148	5.434	6.244	-8.553	3.375	0.0672490	0.0458982	0.0734977	0.0459965	0.0674544	0.0452182	0.0736919	0.0458595	-0.0699614	0.7846648	-0.0143628	0.8198820	0.0753222	0.0463895	0.0049488	0.0262831	0.0250065	0.1419751	0.5768154
83	41.192	29.254	1.100	3.501	14.647	13.402	15.122	13.919	10.323	10.785	-6.826	7.796	0.1705359	0.0650346	0.1728516	0.0586928	0.1716890	0.0647953	0.1738928	0.0594021	-0.0703887	0.6084187	-0.0290722	0.6504904	0.1990103	0.0720333	0.0273165	0.0602435	0.0663124	0.1537836	0.3315488
84	24.488	27.990	2.159	7.887	6.015	8.121	9.013	13.349	7.301	10.606	-5.684	11.530	0.0901908	0.0857559	0.1111880	0.1003311	0.0902833	0.0855581	0.1122627	0.1010997	-0.0157519	0.8089470	-0.0972010	0.6984919	0.1346775	0.1494233	0.0339882	0.1131139	0.0558818	0.2013097	0.5844557
85	73.935	49.491	18.392	16.685	21.362	17.719	31.187	24.018	2.994	9.920	22.405	22.611	0.1637100	0.0814201	0.2308639	0.0797912	0.1635738	0.0801807	0.2321622	0.0787373	0.0000113	0.7348978	-0.0702238	0.6073613	0.4999253	0.1256246	0.3026381	0.1521299	0.4395365	0.2100617	-0.0991101
86	45.301	41.791	13.640	29.011	12.392	12.872	9.843	9.085	9.427	12.554	3.811	23.494	0.1499380	0.0817371	0.1304490	0.0825673	0.1499399	0.0793728	0.1307770	0.0816305	-0.0454296	0.7520753	-0.0587554	0.7521808	0.3181060	0.2666731	0.1779126	0.2832820	0.2239884	0.3604825	0.4562104
87	9.468	7.868	0.015	0.227	3.041	3.874	2.983	3.412	3.429	4.106	-8.978	0.516	0.0432682	0.0288519	0.0427655	0.0294852	0.0437711	0.0286924	0.0430676	0.0290851	-0.1156630	0.8054983	-0.0993291	0.7847069	0.0424291	0.0248088	-0.0005877	0.0111772	-0.0095504	0.1107954	0.4971400
88	46.024	39.453	7.726	18.826	13.514	13.114	13.420	12.990	11.364	14.147	0.658	21.044	0.1696348	0.0878621	0.1679011	0.0852092	0.1692872	0.0848526	0.1680222	0.0846979	-0.0149504	0.7536627	-0.0116570	0.7407615	0.2741300	0.1985415	0.1053621	0.2011507	0.1481151	0.2861403	0.5478100
89	23.116	17.704	0.373	1.770	7.346	7.460	7.835	8.479	7.562	7.912	-8.416	3.500	0.1013850	0.0614378	0.1036615	0.0588113	0.1013857	0.0605542	0.1046767	0.0587935	-0.0237595	0.7603289	-0.0875691	0.7379003	0.1116093	0.0580310	0.0090861	0.0395874	0.0373411	0.1584532	0.5432273
90	20.943	23.066	0.669	5.056	6.266	9.819	5.543	8.428	8.464	12.176	-8.065	5.915	0.1019149	0.0980059	0.0925583	0.0877081	0.1012288	0.0963307	0.0935377	0.0888877	0.0177205	0.8537106	-0.0722109	0.8220679	0.1079019	0.1127592	0.0106654	0.0749226	0.0130000	0.1534169	0.5936764
91	10.956	8.882	0.052	0.457	3.137	3.651	3.349	3.822	4.418	5.424	-8.967	0.774	0.0513622	0.0351499	0.0527201	0.0349077	0.0511768	0.0337764	0.0526713	0.0340389	-0.0335431	0.8337173	-0.0316726	0.8301593	0.0525677	0.0296937	0.0005266	0.0158655	0.0065133	0.1284274	0.5650930
92	9.922	14.021	2.052	6.301	4.277	8.679	1.745	3.546	1.848	4.764	-6.861	6.724	0.0434300	0.0633835	0.0262445	0.0474818	0.0429888	0.0619565	0.0262339	0.0475394	0.0121098	0.8980610	-0.0346736	0.8117916	0.0697778	0.1077227	0.0349405	0.0889022	0.1346605	0.2904963	0.4550455
93	37.959	28.822	3.214	5.907	10.752	11.811	15.959	15.821	8.033	12.098	-3.725	10.249	0.1245612	0.0879450	0.1662764	0.0925265	0.1245179	0.0863166	0.1643577	0.0886412	-0.0323747	0.8520907	0.0666352	0.7985439	0.2183631	0.1094405	0.0729443	0.0983994	0.1937129	0.2354434	0.4144021
94	24.381	29.684	11.726	27.325	3.542	4.069	4.845	5.126	4.268	6.295	-4.185	11.986	0.0556271	0.0511422	0.0644231	0.0511618	0.0556082	0.0506685	0.0641243	0.0505037	-0.0218466	0.8521429	-0.0033963	0.8641100	0.2201997	0.3154450	0.1601747	0.3242612	0.1983891	0.3857974	0.6978630
95	58.451	43.676	13.209	19.905	11.806	12.269	23.678	22.884	9.758	15.599	8.983	22.941	0.1431920	0.1135001	0.2249966	0.1025426	0.1436505	0.1132595	0.2251473	0.1010685	-0.0312835	0.7886607	-0.0014286	0.7123029	0.3870803	0.1994164	0.2029862	0.2255812	0.2991200	0.3223763	0.2679165
96	52.338	43.623	8.908	18.728	12.628	13.107	17.595	18.207	13.207	18.476	2.068	20.922	0.1696735	0.1119894	0.2054229	0.1106881	0.1703843	0.1116251	0.2053613	0.1077953	-0.0505736	0.6984152	-0.0416150	0.7155899	0.3231731	0.2294227	0.1356248	0.2376788	0.1692668	0.3045256	0.5032815
97	18.811	19.000	4.558	10.761	3.752	4.861	5.433	7.566	5.068	8.875	-4.346	11.118	0.0602031	0.0583396	0.0695015	0.0610909	0.0602840	0.0586916	0.0689816	0.0588404	0.0057900	0.8435822	0.0090113	0.8541231	0.1239536	0.1274129	0.0591013	0.1277896	0.1654283	0.3327516	0.5959086
98	57.695	45.067	1.388	6.317	16.440	16.213	18.786	18.189	21.081	21.742	-6.874	8.525	0.2552830	0.1394407	0.2679014	0.1319986	0.2536715	0.1359897	0.2681898	0.1300269	0.0243048	0.7224880	-0.0431024	0.6513111	0.2843034	0.1310756	0.0227114	0.0946543	0.0378882	0.1561463	0.5494101
99	35.375	28.157	1.492	4.829	10.675	10.948	12.076	13.550	11.133	11.977	-6.137	9.280	0.1472071	0.0784620	0.1591261	0.0843739	0.1474324	0.0776171	0.1593549	0.0847319	-0.0214928	0.7726891	-0.0021705	0.7519615	0.1836417	0.1165563	0.0304750	0.0864387	0.0558189	0.1700253	0.4534350
100	60.462	41.745	0.203	1.941	18.403	15.362	18.887	15.876	22.969	18.918	-8.713	3.150	0.2781608	0.0934478	0.2801140	0.0939213	0.2793665	0.0925916	0.2817640	0.0949184	-0.0560498	0.5966750	-0.0435636	0.5865714	0.2788826	0.0793398	-0.0002547	0.0478315	-0.0020149	0.0870413	0.4254511
101	18.152	15.901	1.747	5.012	5.094	6.238	6.616	8.159	4.695	7.234	-6.429	7.435	0.0666460	0.0571474	0.0739624	0.0544989	0.0658808	0.0549094	0.0739254	0.0541689	0.0610486	0.8961104	0.0109627	0.8822884	0.0980625	0.0710786	0.0277583	0.0620617	0.1294972	0.2516412	0.4553927
102	28.449	23.921	3.505	10.152	8.660	10.318	7.216	8.027	9.068	10.979	-4.597	12.197	0.1191711	0.0733430	0.1118955	0.0797494	0.1195292	0.0730906	0.1111349	0.0784776	-0.0392357	0.7336124	0.0392804	0.8355818	0.1631990	0.1317955	0.0476658	0.1295581	0.0956331	0.2678552	0.5960431
103	42.697	30.351	0.373	2.302	13.372	12.772	13.974	12.539	14.978	13.136	-8.516	3.717	0.1909249	0.0890204	0.1962452	0.0840997	0.1924272	0.0890689	0.1975429	0.0850899	-0.0800591	0.6518199	-0.0347776	0.6677166	0.2009799	0.0796497	0.0073949	0.0494884	0.0166864	0.1234840	0.5113041
104	57.640	40.367	4.556	12.171	15.665	13.754	20.274	18.605	17.144	17.320	-2.153	17.211	0.2238677	0.1148254	0.2517329	0.0991474	0.2243648	0.1143569	0.2531886	0.0981895	-0.0209604	0.7046641	-0.0781113	0.6235650	0.3061972	0.1417272	0.0683971	0.1594129	0.1026514	0.2394114	0.4313037
105	50.732	35.954	0.203	1.856	15.749	15.178	13.974	14.734	20.806	19.678	-8.732	2.437	0.2502318	0.1160340	0.2342618	0.1177455	0.2499179	0.1125364	0.2338950	0.1159446	-0.0309219	0.7348661	0.0007029	0.8149271	0.2507842	0.1048019	0.0085374	0.0640242	0.0141170	0.1236747	0.4511417
106	15.835	19.887	2.704	7.542	3.192	4.818	6.536	10.595	3.403	5.748	-4.908	11.078	0.0442650	0.0522761	0.0656890	0.0673297	0.0438601	0.0515397	0.0656827	0.0669995	0.0307271	0.8937314	-0.0212593	0.7866033	0.0977372	0.1261487	0.0427602	0.1049671	0.1096275	0.2661286	0.4353418
107	64.078	43.982	1.996	5.090	25.139	20.349	23.244	20.223	13.699	15.714	-5.839	8.409	0.2602138	0.1070282	0.2473805	0.1102037	0.2609708	0.1050969	0.2459186	0.1063555	-0.0370984	0.6855956	0.0383206	0.7483823	0.3307500	0.1044851	0.0769527	0.1028283	0.1393767	0.1650357	0.0658197
108	43.843	36.585	6.181	17.548	13.462	13.512	12.861	12.508	11.338	13.342	-1.362	18.883	0.1659987	0.0834754	0.1648038	0.0787347	0.1656105	0.0806532	0.1647795	0.0774963	-0.0081156	0.7768958	-0.0159716	0.7118871	0.2551560	0.1910951	0.0897547	0.1920239	0.1246592	0.2680524	0.3486905
109	48.651	35.663	0.227	1.330	13.645	14.504	16.242	16.457	18.536	17.519	-8.677	2.526	0.2154591	0.1116229	0.2346063	0.1080030	0.2149308	0.1088362	0.2338637	0.1066388	0.0043383	0.7736320	0.0335547	0.7194782	0.2310509	0.0900996	0.0060181	0.0474385	0.0172436	0.1160192	0.4443927
110	60.196	45.774	8.285	21.331	12.878	15.012	20.880	21.040	18.153	19.992	-0.050	20.902	0.2159355	0.1536342	0.2623956	0.1180313	0.2153022	0.1518192	0.2625806	0.1160560	0.0294812	0.7618676	-0.0267839	0.6708207	0.3496058	0.1964533	0.1104401	0.2294785	0.1431521	0.2928596	0.4204696
111	15.220	22.209	3.850	12.833	5.079	9.149	2.810	3.853	3.481	6.012	-4.956	12.404	0.0617379	0.0735517	0.0426681	0.0505569	0.0613822	0.0712076	0.0428352	0.0503864	-0.0055958	0.8463256	-0.0496261	0.8227629	0.1105020	0.1897039	0.0582989	0.1675747	0.0909656	0.2715299	0.4778133
112	49.800	42.317	14.989	17.658	7.107	7.577	24.608	25.480	3.096	9.468	12.174	20.374	0.0697167	0.0736410	0.1878446	0.1134624	0.0698159	0.0722108	0.1878984	0.1129728	-0.0648635	0.8228030	0.0135194	0.7699445	0.3643560	0.2106835	0.2355754	0.1965719	0.3950551	0.3033769	0.0828078
113	25.442	35.613	1.612	6.839	6.342	10.856	9.704	16.769	7.784	12.603	-6.516	9.994	0.0900389	0.1017258	0.1115886	0.1160852	0.0897704	0.1009229	0.1124891	0.1160453	0.0004849	0.8303845	-0.1094856	0.7445518	0.1274219	0.1416296	0.0266083	0.0922814	0.0519855	0.1909782	0.7272797
114	59.262	40.970	0.290	1.739	17.285	16.433	17.455	16.965	24.233	21.662	-8.634	3.028	0.2810639	0.1170238	0.2824211	0.1153748	0.2808649	0.1145506	0.2818502	0.1133360	0.0049722	0.7319707	0.0169807	0.7117743	0.2918541	0.0975649	0.0101115	0.0676818	0.0187093	0.1202640	0.3374026
115	18.105	16.964	0.608	2.409	6.616	8.550	5.115	6.237	5.767	6.401	-7.736	5.552	0.0828670	0.0515625	0.0730697	0.0478098	0.0834728	0.0519347	0.0735249	0.0481998	-0.0525680	0.7766960	-0.0312908	0.8255254	0.0882185	0.0576379	0.0102501	0.0394051	0.0379439	0.1654057	0.5398874
116	54.954	38.921	0.752	2.706	19.137	17.568	19.055	16.526	16.009	15.223	-7.832	5.122	0.2344071	0.0873141	0.2360252	0.0931183	0.2363016	0.0867722	0.2380101	0.0931891	-0.0791914	0.6192016	-0.0785802	0.6043621	0.2557545	0.0823043	0.0205384	0.0584305	0.0437513	0.1198943	0.3783262
117	20.965	14.653	0.078	0.673	7.985	6.722	7.721	6.332	5.181	4.934	-8.889	1.501	0.0869731	0.0370063	0.0855593	0.0354460	0.0889983	0.0371903	0.0876041	0.0357291	-0.2194210	0.6170369	-0.2244882	0.5916987	0.0871073	0.0310714	0.0008411	0.0145591	0.0047233	0.0865037	0.4698360
118	23.832	19.263	0.157	1.394	7.471	10.060	6.488	6.847	9.715	10.727	-8.760	2.341	0.1135995	0.0686990	0.1111340	0.0680486	0.1129097	0.0669065	0.1100964	0.0666725	0.0268313	0.8157016	0.0658740	0.8557305	0.1174845	0.0609272	0.0051177	0.0317378	0.0244647	0.1323436	0.5046539
119	36.309	27.472	0.381	1.982	10.226	11.090	12.185	13.023	13.518	13.763	-8.501	3.296	0.1612108	0.0911941	0.1741651	0.0904538	0.1611848	0.0904406	0.1739904	0.0881388	-0.0144342	0.8209707	-0.0176526	0.8150732	0.1777457	0.0804389	0.0100578	0.0455416	0.0335107	0.1385564	0.4905302
120	56.919	43.134	10.758	17.000	17.978	15.867	18.752	17.923	9.431	14.785	8.116	22.915	0.1862902	0.0860838	0.1885675	0.0832189	0.1859861	0.0852314	0.1888073	0.0822949	0.0213026	0.7281014	-0.0150082	0.7158213	0.3552257	0.1819216	0.1677969	0.1936778	0.2530987	0.2942565	0.2921681
121	76.684	50.346	11.848	11.747	31.900	23.957	30.900	22.874	2.035	6.185	13.015	18.414	0.2250584	0.0794540	0.2211220	0.0824630	0.2269374	0.0789120	0.2208832	0.0806346	-0.0931762	0.6430250	-0.0023635	0.6680514	0.4627126	0.0877779	0.2396224	0.1078653	0.3711912	0.1477480	-0.2905582
122	13.410	10.198	0.092	0.504	5.137	4.944	5.464	5.026	2.717	3.251	-8.937	1.034	0.0513016	0.0276618	0.0540393	0.0264991	0.0526649	0.0281937	0.0552497	0.0268955	-0.2392156	0.6649173	-0.1856384	0.7238019	0.0564357	0.0245247	0.0037651	0.0132762	0.0362186	0.1146086	0.4111606
123	69.728	46.911	0.725	3.182	21.573	17.771	20.930	17.685	26.501	22.989	-7.732	5.610	0.3209195	0.1064513	0.3145815	0.1062879	0.3221227	0.1054234	0.3161361	0.1043656	-0.0427688	0.6020090	-0.0606133	0.5822719	0.3321002	0.0910500	0.0143498	0.0850795	0.0214310	0.1318223	0.3431459
124	30.307	22.466	0.438	1.688	12.281	11.071	9.420	9.299	8.168	9.071	-8.479	3.419	0.1361308	0.0616308	0.1148389	0.0629198	0.1377276	0.0621321	0.1156189	0.0623951	-0.1231549	0.6643444	-0.0519826	0.7586996	0.1422147	0.0590670	0.0167298	0.0410315	0.0654445	0.1490839	0.3778054
125	63.505	46.081	6.706	13.304	22.309	21.408	18.643	17.271	15.847	18.900	1.512	18.890	0.2556019	0.1052361	0.2271657	0.1158528	0.2567862	0.1039224	0.2275562	0.1156923	-0.0605495	0.6230122	-0.0097208	0.6969339	0.3543911	0.1576461	0.1130074	0.1845929	0.1644965	0.2657313	0.3856309
126	58.638	40.915	23.370	21.793	13.734	12.051	18.673	15.629	2.861	8.238	21.909	23.593	0.1130933	0.0652795	0.1492285	0.0753084	0.1125735	0.0631657	0.1481246	0.0733921	0.0060580	0.7907673	0.0522821	0.8055019	0.4660710	0.1783274	0.3349100	0.1889860	0.5233032	0.2884009	0.0511456
127	19.070	19.577	4.505	8.959	7.201	9.673	4.065	4.868	3.299	5.378	-2.231	12.657	0.0688949	0.0509742	0.0499535	0.0417230	0.0683451	0.0496627	0.0500113	0.0407640	0.0432670	0.8378814	-0.0597611	0.8110693	0.1269342	0.1239320	0.0675100	0.1150642	0.2002545	0.3211830	0.3679646
128	20.161	26.198	7.100	21.154	4.301	5.140	4.177	5.963	4.582	7.741	-4.922	11.711	0.0604273	0.0547572	0.0599801	0.0578762	0.0602105	0.0536687	0.0591733	0.0543617	0.0229701	0.8628452	0.0494092	0.9200367	0.1420988	0.1910084	0.0818951	0.1951269	0.1656718	0.3382201	0.5694949
129	55.599	41.073	0.593	4.212	16.701	16.306	16.468	14.444	21.837	20.170	-8.150	5.448	0.2593424	0.1061489	0.2585376	0.1108099	0.2575270	0.1026178	0.2584570	0.1101387	0.0443769	0.6781779	0.0124689	0.6468026	0.2635387	0.0974225	0.0045986	0.0657494	0.0078980	0.1146044	0.5665767
130	49.634	38.384	0.547	3.319	14.140	12.962	16.954	17.290	17.993	17.350	-8.115	5.141	0.2177437	0.1160119	0.2338435	0.1113922	0.2184464	0.1145844	0.2349581	0.1110907	-0.0409502	0.7164520	-0.0566218	0.6463146	0.2381310	0.1080787	0.0123375	0.0673927	0.0256590	0.1268448	0.5445403
131	48.311	34.385	0.945	3.781	15.294	15.007	15.477	14.653	16.595	16.307	-7.473	6.234	0.2177963	0.1025083	0.2168614	0.0961179	0.2165084	0.0986372	0.2164782	0.0936096	0.0184962	0.7070629	-0.0098787	0.7021652	0.2412891	0.0972244	0.0239603	0.0784458	0.0501740	0.1506356	0.4095988
132	25.351	25.034	4.762	9.519	12.898	15.514	3.593	5.417	4.098	7.544	-1.619	13.425	0.1118721	0.0833497	0.0549214	0.0705196	0.1126361	0.0834614	0.0548266	0.0706167	-0.0537047	0.7216364	0.0275058	0.8373366	0.1512107	0.1212802	0.0678140	0.1031202	0.2116725	0.2847134	0.3377045
133	39.558	31.986	26.205	24.264	5.634	5.281	6.678	7.106	1.041	3.522	11.425	17.636	0.0461884	0.0339404	0.0508540	0.0373751	0.0460223	0.0332386	0.0505900	0.0365188	0.0097564	0.8740436	0.0100222	0.8577896	0.3897183	0.1972208	0.3411968	0.1970856	0.6626317	0.3563141	0.1390565
134	58.921	45.213	11.220	15.713	18.784	18.126	20.427	19.480	8.490	13.539	9.200	22.430	0.1843457	0.0820988	0.1936934	0.0833613	0.1836548	0.0803702	0.1939259	0.0821180	0.0214141	0.7194186	-0.0237433	0.7065424	0.3646457	0.1760224	0.1756263	0.1889046	0.2679568	0.2897722	0.2932041
135	61.987	42.411	0.885	5.396	18.368	15.362	18.264	16.834	24.470	20.279	-7.900	6.522	0.2901480	0.1025029	0.2848439	0.1150046	0.2904046	0.1004592	0.2868812	0.1138903	-0.0120243	0.6233933	-0.0833931	0.6178728	0.3014758	0.1043446	0.0139800	0.0991429	0.0189799	0.1427359	0.4089046
136	8.538	13.669	2.288	11.672	1.978	2.833	1.970	2.536	2.301	3.650	-8.231	4.640	0.0290284	0.0300893	0.0281904	0.0284040	0.0290692	0.0303081	0.0283576	0.0289857	-0.0384824	0.8551842	-0.0584359	0.8230318	0.0576221	0.1110616	0.0290127	0.1102487	0.0833862	0.2686761	0.6548152
137	26.616	26.867	1.131	7.754	8.187	11.452	7.665	9.510	9.632	10.690	-7.712	8.783	0.1208212	0.0850978	0.1172281	0.0811463	0.1211835	0.0839911	0.1182823	0.0811634	-0.0809045	0.7443374	-0.0939526	0.7719135	0.1323854	0.1163416	0.0133608	0.0924572	0.0165668	0.1494887	0.6231050
138	36.242	31.847	2.447	6.640	14.397	17.657	9.098	9.811	10.299	12.802	-4.514	11.656	0.1632543	0.0944140	0.1324094	0.0917027	0.1641856	0.0942382	0.1320596	0.0903162	-0.0660558	0.6289189	0.0116925	0.7663795	0.1831508	0.1160311	0.0353189	0.0948619	0.0747208	0.2079042	0.4926119
139	52.817	43.041	7.908	13.684	20.815	22.074	15.172	14.509	8.922	13.063	3.930	20.280	0.1973846	0.0932884	0.1621057	0.0809699	0.1984244	0.0912906	0.1618647	0.0792126	-0.0903832	0.6615077	-0.0183922	0.7515613	0.3122714	0.1897492	0.1325262	0.1802334	0.1992602	0.2677210	0.2250463
140	19.823	13.622	0.172	0.818	8.525	6.878	8.377	6.382	2.749	3.774	-8.887	1.555	0.0733175	0.0299344	0.0734818	0.0314278	0.0756773	0.0311041	0.0755634	0.0317192	-0.2746745	0.5836459	-0.2717162	0.5952281	0.0821185	0.0278904	0.0087189	0.0168309	0.0597640	0.1092273	0.2775601
141	56.120	43.183	14.140	23.946	14.850	13.491	16.765	16.337	10.364	14.579	7.460	25.573	0.1706016	0.0964015	0.1853000	0.0968871	0.1706804	0.0946008	0.1839110	0.0938144	-0.0239744	0.7014154	0.0495207	0.7846743	0.3794764	0.2443945	0.2015256	0.2723209	0.2623160	0.3433455	0.4601872
142	44.043	41.034	12.843	19.087	10.226	13.909	16.933	18.967	4.041	9.082	6.486	18.841	0.0915969	0.0730715	0.1421552	0.1045198	0.0908780	0.0708073	0.1421774	0.1022742	0.0370109	0.8638915	-0.0315307	0.8127436	0.3178630	0.2352118	0.2009870	0.2223959	0.3253429	0.3320784	0.2262470
143	55.730	41.551	6.591	12.150	15.669	14.472	20.379	18.649	13.091	18.195	1.837	18.017	0.1906863	0.1069174	0.2249628	0.1023626	0.1911439	0.1071285	0.2248652	0.1017907	-0.0224428	0.6753690	0.0041884	0.6909559	0.3212771	0.1748628	0.1134525	0.1792526	0.1677374	0.2666962	0.4861537
144	22.745	26.214	7.257	21.625	5.044	5.934	4.826	5.381	5.617	7.752	-4.970	11.803	0.0713477	0.0539349	0.0700350	0.0521551	0.0712839	0.0530668	0.0702358	0.0514730	-0.0109732	0.8325314	-0.0474370	0.7936921	0.1617887	0.2313281	0.0910973	0.2366737	0.1236057	0.3241499	0.5896702
145	45.181	30.651	0.172	0.904	15.418	12.772	14.667	12.404	14.924	13.706	-8.752	2.184	0.2063178	0.0900778	0.2009874	0.0878621	0.2069969	0.0879063	0.2024361	0.0872566	-0.0649290	0.6395959	-0.0803858	0.6324375	0.2106965	0.0781054	0.0070439	0.0420605	0.0199044	0.1018935	0.5453193
146	33.752	38.050	17.972	31.119	8.146	9.501	4.237	5.521	3.397	6.019	2.231	18.890	0.0799120	0.0594202	0.0530931	0.0546621	0.0792353	0.0580713	0.0529208	0.0542760	0.0347368	0.8047351	-0.0082685	0.8163453	0.3001313	0.3155674	0.2336286	0.3200301	0.3284672	0.4225768	0.4023547
147	46.595	36.064	7.126	15.134	12.100	11.587	15.969	15.625	11.401	15.650	0.750	18.956	0.1584716	0.0929580	0.1845417	0.0908934	0.1581382	0.0909658	0.1855281	0.0898346	-0.0195431	0.7423768	-0.0680266	0.6803997	0.2774490	0.1766729	0.1059422	0.1849851	0.1669686	0.2893661	0.3946497
148	29.634	26.981	16.828	21.379	5.530	6.992	6.595	11.496	0.680	1.845	1.612	13.880	0.0424102	0.0470776	0.0492695	0.0725086	0.0425111	0.0453029	0.0489382	0.0709129	-0.0732085	0.8524392	0.0118198	0.9320630	0.2849313	0.2230505	0.2390915	0.2235257	0.5828449	0.3601102	0.1069821
149	71.061	48.247	14.878	19.607	21.503	18.714	23.943	19.789	10.738	17.977	12.935	25.131	0.2138757	0.1087690	0.2333361	0.1051352	0.2142217	0.1072639	0.2336048	0.1029189	-0.0328167	0.6776707	-0.0430305	0.6906394	0.4574379	0.1824459	0.2338321	0.2301878	0.3140565	0.3028237	0.3570360
150	29.159	23.664	0.782	4.115	8.153	8.842	8.732	8.934	11.492	12.318	-7.776	5.892	0.1293175	0.0803223	0.1372371	0.0853329	0.1297315	0.0802940	0.1372058	0.0850612	-0.0354433	0.7616932	0.0105986	0.7901178	0.1445431	0.0932772	0.0112658	0.0691666	0.0241757	0.1565821	0.7077187
151	40.299	27.941	0.120	0.822	12.381	11.598	12.488	10.893	15.311	12.144	-8.830	1.781	0.1853153	0.0701084	0.1879102	0.0724227	0.1868651	0.0706879	0.1891222	0.0721681	-0.0778048	0.6026856	-0.0684051	0.6314298	0.1856020	0.0596919	-0.0010107	0.0317644	-0.0020254	0.0984112	0.5110382
152	13.150	10.773	1.963	3.972	4.002	4.366	4.397	5.165	2.787	3.982	-5.793	7.817	0.0459086	0.0291088	0.0477516	0.0313135	0.0459145	0.0285268	0.0476400	0.0307066	-0.0286907	0.8330848	-0.0116019	0.8120163	0.0792529	0.0563855	0.0324227	0.0543670	0.1797314	0.3008398	0.3920176
153	45.518	33.684	2.706	8.051	16.566	17.447	12.030	12.954	14.216	17.097	-5.017	9.956	0.2118368	0.1106227	0.1792844	0.1208106	0.2114303	0.1085223	0.1768940	0.1158300	0.0030921	0.7958360	0.0724719	0.8404473	0.2501995	0.1272929	0.0546388	0.1204306	0.1127289	0.2228537	0.3779433
154	47.423	32.887	1.632	3.601	17.719	15.046	18.715	16.100	9.357	11.169	-5.930	8.576	0.1816481	0.0672598	0.1868182	0.0618021	0.1826823	0.0666497	0.1893533	0.0631234	-0.0628160	0.6335701	-0.1178485	0.5977752	0.2270391	0.0734193	0.0428060	0.0680460	0.1022510	0.1613197	0.2845895
155	29.497	26.120	17.908	19.184	4.068	4.357	6.689	7.057	0.832	2.312	6.845	16.043	0.0333136	0.0269965	0.0515092	0.0359185	0.0331958	0.0261495	0.0520064	0.0365418	-0.0118551	0.8558287	-0.0665338	0.8204945	0.2773917	0.1825848	0.2349803	0.1811880	0.5756117	0.3758077	0.1663891
156	55.081	42.441	0.183	1.129	18.083	15.820	16.762	15.685	20.054	18.170	-8.769	2.463	0.2537631	0.1049142	0.2433522	0.1113261	0.2550866	0.1045031	0.2447154	0.1119489	-0.0674386	0.6090292	-0.0668518	0.5973340	0.2500548	0.0978711	0.0014971	0.0423857	0.0026189	0.0891087	0.6367549
157	53.057	38.853	0.104	0.897	15.488	16.640	13.811	14.942	23.654	22.391	-8.856	1.684	0.2661245	0.1237231	0.2544232	0.1261242	0.2634392	0.1199765	0.2522613	0.1222081	0.0672961	0.8019361	0.0610853	0.8388155	0.2639348	0.1020584	0.0036611	0.0535067	0.0110297	0.1090742	0.4927240
158	43.312	39.728	5.227	17.028	11.588	12.533	13.538	16.089	12.959	15.638	-3.028	17.283	0.1693255	0.1202687	0.1821769	0.1240261	0.1697103	0.1198593	0.1824228	0.1221349	-0.0283561	0.7574851	-0.0322672	0.7070835	0.2485220	0.2012991	0.0727707	0.1912938	0.0971745	0.2555563	0.6650024
159	8.198	20.113	3.329	19.407	1.530	2.237	1.501	2.177	1.837	2.841	-8.721	3.033	0.0222596	0.0204625	0.0230370	0.0230280	0.0223928	0.0203819	0.0229091	0.0224056	-0.0418600	0.8453884	-0.0182086	0.8246877	0.0583853	0.1743368	0.0357370	0.1753553	0.0579135	0.2377494	0.5251802
160	57.930	40.272	3.752	8.276	24.839	23.046	15.963	14.957	13.375	17.191	-3.168	12.344	0.2552484	0.1129223	0.1994472	0.1168246	0.2547123	0.1115338	0.1987316	0.1147483	0.0115723	0.7278327	-0.0009172	0.8331459	0.3078217	0.1157673	0.0804738	0.1180559	0.1568628	0.2107839	0.2492734
161	62.281	44.429	2.523	7.098	21.514	19.686	18.383	15.927	19.861	21.232	-4.651	11.932	0.2773162	0.1104447	0.2594322	0.1197672	0.2774126	0.1082308	0.2596653	0.1189627	-0.0107895	0.6250854	-0.0202471	0.6770205	0.3151787	0.1261387	0.0468042	0.1201248	0.0709250	0.1824146	0.4429950
162	28.758	25.789	10.129	16.429	4.479	5.241	9.845	10.860	4.305	8.413	2.216	15.845	0.0590715	0.0641266	0.0966844	0.0708667	0.0591864	0.0639597	0.0966307	0.0699488	-0.0088964	0.8218591	-0.0266363	0.7645487	0.2191530	0.1862001	0.1412748	0.1869602	0.3089935	0.3767498	0.4198124
